Student_ID,Attendance,Assignment_Score,Quiz_Score,Midterm,Final,GPA,LMS_Logins,Time_Spent,Discussion_Posts,Late_Submissions,Teacher_Feedback,Course_Completion,Previous_Result,Risk
STU0680,97.2,61.6,65.1,59.5,41.9,2.86,43,94.4,19.0,10,Good,72.5,0,0
STU0815,77.8,59.2,55.5,65.4,50.6,2.57,59,64.6,37.0,9,Fair,69.8,1,1
STU0975,86.4,42.3,52.1,38.0,36.2,2.56,14,39.2,30.0,10,Poor,92.9,0,0
STU0411,85.2,43.4,37.1,12.4,52.4,2.11,35,6.9,4.0,7,Poor,79.4,1,0
STU0095,70.5,38.8,43.6,57.6,37.5,1.9,4,15.7,15.0,10,Poor,71.8,0,1
STU0876,71.0,25.9,19.3,36.4,19.9,1.96,4,0.0,2.0,15,Poor,73.9,0,1
STU0185,95.0,71.5,52.5,75.7,65.9,2.51,45,50.0,13.0,5,Good,89.3,1,0
STU0156,100.0,89.9,89.6,78.2,81.8,3.32,49,100.8,45.0,3,Excellent,100.0,1,0
STU0842,73.4,66.6,73.3,60.5,46.6,2.57,28,56.1,19.0,10,Fair,54.7,0,0
STU0339,100.0,100.0,86.3,65.4,79.0,3.4,34,73.3,29.0,4,Good,87.6,1,0
STU0085,59.5,51.3,57.9,37.4,52.0,2.24,25,29.0,6.0,11,Poor,82.7,1,1
STU0942,68.7,78.3,85.0,70.6,67.3,2.62,52,57.8,51.0,6,Good,97.3,1,0
STU0158,86.3,90.6,67.5,72.6,93.1,3.36,29,124.3,32.0,3,Excellent,94.9,1,0
STU0271,78.2,68.9,58.1,63.2,30.2,2.56,40,,10.0,10,Poor,83.3,1,0
STU0486,73.9,57.3,59.9,71.4,,2.83,58,72.5,37.0,4,Poor,85.5,1,0
STU0061,60.6,42.9,29.8,49.9,33.6,1.36,16,,11.0,9,Poor,80.6,0,1
STU0116,90.8,59.7,54.3,62.0,42.1,2.56,29,29.2,10.0,9,Fair,76.9,1,1
STU0081,77.0,73.9,72.1,62.3,81.2,2.56,37,51.5,9.0,7,Good,100.0,1,0
STU0386,94.6,56.4,47.9,54.2,40.6,2.61,37,65.6,8.0,7,Poor,73.9,1,1
STU0846,90.6,54.4,58.0,38.5,76.5,3.11,62,88.4,13.0,5,Fair,98.2,1,0
STU0344,76.7,67.2,66.3,76.6,59.7,2.17,39,,10.0,6,Good,87.4,1,0
STU0037,76.9,72.4,57.5,61.0,85.6,2.84,39,22.5,10.0,7,Fair,88.7,0,1
STU0389,78.1,72.3,76.4,46.6,42.5,2.48,52,77.3,25.0,9,Good,68.7,0,0
STU0976,53.0,58.6,53.4,48.9,33.2,2.08,53,22.5,23.0,8,Poor,72.1,1,1
STU0672,88.6,56.8,79.2,71.4,57.8,2.93,46,23.0,18.0,8,Fair,100.0,0,0
STU0911,80.5,50.0,49.6,66.0,36.1,2.81,44,37.6,11.0,5,Poor,83.4,1,0
STU0789,56.7,54.3,44.8,66.1,66.4,1.8,10,67.5,9.0,11,Poor,69.2,1,1
STU0040,94.4,79.9,73.5,69.9,67.8,2.61,73,59.7,27.0,5,Excellent,73.3,1,0
STU0628,90.8,96.4,92.5,70.3,92.4,1.86,42,92.8,30.0,3,Excellent,75.0,1,0
STU0134,64.3,74.2,63.3,50.2,54.3,2.05,26,74.3,8.0,4,Poor,75.9,0,1
STU0136,71.7,63.1,47.6,32.3,33.8,1.98,39,38.1,17.0,14,Poor,100.0,0,1
STU0506,85.8,62.9,64.8,72.6,70.6,2.02,36,75.9,24.0,8,Poor,69.4,0,1
STU0387,99.8,81.7,53.8,67.3,62.8,2.45,50,77.2,8.0,9,Excellent,95.3,0,0
STU0925,79.2,63.4,54.9,58.7,37.8,2.12,24,81.5,37.0,7,Poor,77.3,0,0
STU0003,96.4,72.4,75.9,95.9,75.3,2.82,68,78.9,12.0,6,Excellent,81.1,1,0
STU0536,100.0,66.6,80.1,54.5,74.6,2.6,42,116.0,40.0,10,Excellent,94.2,1,0
STU0829,87.9,74.8,62.6,82.0,96.3,3.18,32,48.1,44.0,5,Excellent,100.0,1,0
STU0756,96.1,85.8,65.9,72.1,70.4,3.36,49,127.8,24.0,4,Excellent,89.8,1,0
STU0650,60.9,55.4,79.8,55.8,49.3,2.45,34,68.8,1.0,7,Fair,56.9,1,1
STU0171,88.4,48.3,47.5,63.9,61.7,2.54,25,22.0,15.0,11,Poor,75.4,0,1
STU0768,75.5,65.5,72.1,58.0,63.3,2.92,37,0.0,26.0,10,Fair,60.7,1,0
STU0528,85.9,66.3,61.2,47.1,63.7,2.8,78,51.4,8.0,8,Good,89.2,1,0
STU0373,84.2,80.4,72.2,56.1,58.8,3.1,54,,14.0,2,Excellent,74.1,1,0
STU0542,80.1,62.0,56.8,52.8,48.5,2.33,20,30.0,1.0,12,Poor,70.8,0,1
STU0906,100.0,83.5,88.1,100.0,100.0,3.7,69,63.5,29.0,3,Excellent,100.0,1,0
STU0473,80.1,62.2,62.5,69.9,77.4,2.66,43,61.0,30.0,7,Fair,72.9,0,0
STU0805,99.3,83.5,70.7,92.1,74.9,3.25,73,95.5,27.0,4,Excellent,78.2,1,0
STU0738,98.3,75.0,70.6,91.6,84.4,3.33,73,64.5,13.0,8,Good,85.0,0,0
STU0338,70.2,75.3,74.3,71.5,58.2,3.13,44,,28.0,9,Good,73.5,1,0
STU0783,85.6,69.9,89.1,76.6,78.5,3.22,66,103.2,50.0,4,Excellent,97.0,1,0
STU0153,54.1,46.4,35.3,40.9,35.4,1.75,12,2.0,15.0,10,Poor,82.4,0,1
STU0751,88.1,60.0,66.7,57.8,70.5,2.79,17,55.4,18.0,7,Fair,74.8,1,0
STU0063,84.0,64.5,67.4,93.1,53.3,2.4,62,76.2,0.0,14,Poor,92.0,1,0
STU0500,89.8,37.1,56.1,45.7,27.1,1.56,35,6.0,0.0,11,Poor,48.1,0,1
STU0096,78.1,57.0,52.7,25.7,11.5,1.77,16,0.0,10.0,11,Poor,84.9,0,0
STU0183,57.9,54.3,41.3,46.3,33.6,2.4,43,81.5,28.0,9,Fair,74.0,0,1
STU0067,84.3,52.9,67.5,58.8,42.4,1.72,44,78.9,11.0,7,Good,91.1,1,0
STU0132,70.3,46.0,67.5,32.3,25.6,1.9,23,14.7,9.0,7,Poor,72.4,0,1
STU0933,92.6,74.2,87.6,82.7,100.0,3.21,42,77.4,22.0,3,Excellent,100.0,1,0
STU0957,73.3,67.0,62.0,44.6,51.8,2.06,7,69.3,18.0,9,Fair,77.0,1,1
STU0578,74.6,90.5,69.3,82.0,48.5,3.17,57,125.8,36.0,3,Excellent,94.0,1,0
STU0864,82.5,75.3,91.5,82.0,67.0,2.87,27,77.0,34.0,9,Poor,79.4,0,0
STU0880,82.0,52.6,66.2,64.1,44.2,3.04,30,100.7,9.0,7,Fair,91.9,0,0
STU0521,82.9,43.2,49.4,37.7,28.8,2.35,23,28.6,15.0,9,Poor,42.6,1,1
STU0999,82.9,63.5,71.9,55.2,61.9,2.79,64,93.7,20.0,4,Good,89.3,1,0
STU0052,82.7,72.6,59.6,59.3,68.4,3.05,62,65.5,24.0,4,Fair,100.0,1,0
STU0985,73.5,64.6,55.6,56.9,46.7,1.99,52,93.9,14.0,5,Fair,90.7,1,0
STU0458,76.0,55.7,47.4,37.0,41.1,2.63,24,61.5,17.0,13,Poor,68.5,0,1
STU0402,73.2,66.0,74.2,73.9,56.3,3.01,61,88.7,12.0,9,Poor,100.0,1,1
STU0209,83.4,72.8,58.0,60.1,58.7,2.03,19,0.0,13.0,11,Poor,66.8,1,1
STU0192,87.9,71.7,52.5,48.4,66.6,2.73,64,7.5,47.0,6,Poor,68.5,1,0
STU0296,63.9,75.1,73.5,71.1,67.9,3.26,32,74.4,28.0,7,Good,87.8,1,0
STU0670,48.8,27.1,26.3,24.2,5.2,1.42,12,41.9,12.0,13,Poor,85.6,1,1
STU0030,62.9,80.0,63.9,70.7,68.9,2.23,49,88.1,30.0,10,Fair,93.0,1,0
STU0130,70.6,37.2,61.5,51.5,30.5,2.17,21,69.2,27.0,7,Poor,68.2,0,1
STU0931,67.0,52.3,56.4,48.4,68.0,2.84,55,22.1,25.0,9,Poor,76.6,1,0
STU0226,80.1,73.2,67.8,57.3,68.3,2.91,39,46.3,27.0,7,Fair,86.4,0,0
STU0434,79.9,29.1,42.0,34.8,32.8,2.0,18,1.8,0.0,14,Poor,75.6,0,1
STU0455,81.4,78.6,60.1,79.6,67.8,2.43,39,97.4,19.0,10,Excellent,79.7,0,0
STU0798,94.4,78.6,73.4,64.2,88.0,3.3,71,82.6,20.0,4,Excellent,81.8,1,0
STU0524,85.4,62.0,44.5,39.1,56.7,2.84,34,75.0,9.0,5,Fair,87.0,0,0
STU0256,97.3,71.1,61.7,76.8,85.0,2.64,54,44.0,31.0,6,Good,86.3,0,0
STU0866,93.3,78.1,61.7,60.4,74.3,2.53,52,80.8,17.0,4,Good,89.9,1,0
STU0159,66.2,39.9,63.1,36.0,64.2,2.16,37,36.3,16.0,14,Fair,80.2,1,0
STU0310,82.1,85.7,86.1,81.7,57.5,3.85,63,61.0,40.0,5,Excellent,95.2,1,0
STU0534,100.0,62.6,69.7,72.0,47.2,2.96,50,18.1,3.0,7,Good,100.0,0,0
STU0588,76.3,62.7,65.6,50.9,64.3,2.46,22,44.5,4.0,7,Poor,63.8,0,0
STU0405,83.9,68.1,61.5,50.6,66.8,3.02,51,37.3,21.0,7,Good,100.0,1,0
STU0294,52.3,15.6,28.4,29.1,32.0,2.09,14,0.0,0.0,12,Poor,64.6,0,1
STU0929,71.3,69.9,48.1,40.3,74.5,2.73,35,57.6,20.0,7,Fair,57.5,1,1
STU0715,69.2,55.2,59.2,48.5,47.8,2.01,29,74.8,25.0,9,Good,72.4,1,1
STU0480,100.0,100.0,91.7,100.0,100.0,3.73,74,131.6,51.0,7,Excellent,99.5,1,0
STU0679,90.0,65.2,51.7,58.6,53.4,2.94,28,,34.0,4,Fair,81.7,1,0
STU0165,100.0,69.0,78.5,65.8,70.3,2.79,83,121.1,36.0,1,Excellent,90.8,1,0
STU0613,67.6,47.2,40.5,32.7,29.3,1.63,18,55.2,23.0,15,Poor,84.3,0,1
STU0453,95.3,90.5,91.3,100.0,74.7,4.0,51,153.2,39.0,0,Excellent,100.0,1,0
STU0223,82.8,71.6,65.9,43.7,100.0,3.22,31,70.8,13.0,3,Poor,91.5,1,0
STU0408,86.0,82.0,69.8,93.5,76.3,3.12,29,37.0,29.0,2,Fair,83.5,1,0
STU0346,74.3,57.7,29.5,27.3,28.6,1.28,30,18.8,0.0,13,Poor,42.1,1,1
STU0887,90.9,73.7,82.5,67.9,83.1,3.46,55,70.8,26.0,4,Excellent,86.8,1,0
STU0710,100.0,73.1,69.7,67.4,77.2,2.73,42,65.6,26.0,4,Excellent,78.0,1,0
STU0633,72.8,61.9,57.6,47.1,40.5,1.46,27,,15.0,4,Fair,74.8,0,1
STU0679,90.0,65.2,51.7,58.6,53.4,2.94,28,,34.0,4,Fair,81.7,1,0
STU0822,83.9,90.8,82.9,97.4,74.7,2.98,65,55.0,52.0,3,Excellent,100.0,1,0
STU0198,83.0,53.5,58.4,52.6,31.0,2.02,19,97.1,12.0,6,Fair,77.2,0,1
STU0847,100.0,100.0,96.0,100.0,100.0,4.0,78,156.6,32.0,0,Excellent,100.0,1,0
STU0654,60.1,48.6,42.3,53.1,34.4,2.25,11,59.5,10.0,8,Poor,72.3,1,1
STU0782,80.0,65.7,56.1,37.6,73.6,2.07,47,55.0,25.0,3,Poor,80.0,1,0
STU0330,78.7,65.2,65.8,50.1,27.2,2.56,48,56.2,15.0,7,Fair,92.1,1,0
STU0562,66.6,71.5,67.4,67.4,55.1,3.71,61,63.6,34.0,8,Excellent,78.7,1,0
STU0928,82.4,63.2,70.5,50.1,70.2,3.19,40,103.1,20.0,5,Excellent,77.4,1,0
STU0609,72.1,42.3,50.2,45.2,15.5,1.8,17,70.8,12.0,13,Poor,90.0,0,1
STU0169,78.9,60.7,54.5,47.6,55.1,2.92,21,88.5,20.0,8,Good,65.2,0,0
STU0901,73.8,66.6,62.6,74.6,38.6,2.88,76,,22.0,9,Good,80.2,1,0
STU0580,89.2,73.5,79.7,50.4,75.1,3.21,70,103.6,25.0,6,Fair,86.0,1,0
STU0614,85.7,72.4,64.8,62.1,57.9,3.4,42,111.3,21.0,3,Excellent,80.7,1,0
STU1000,93.1,94.4,69.9,58.3,61.4,2.62,53,72.9,34.0,1,Good,93.4,0,0
STU0541,50.2,42.0,47.1,37.8,44.1,1.77,34,10.1,10.0,15,Poor,56.1,0,1
STU0388,70.7,64.1,75.3,62.9,75.9,2.85,70,53.9,26.0,4,Fair,90.2,1,0
STU0828,54.4,76.9,78.9,62.0,53.8,3.47,50,56.5,,6,Fair,79.7,1,0
STU0702,96.1,58.9,50.1,46.6,48.5,2.92,22,93.9,9.0,12,Good,78.1,1,0
STU0418,91.5,91.2,73.2,92.2,85.6,3.72,55,81.8,28.0,2,Excellent,85.9,1,0
STU0329,80.6,49.8,50.5,35.3,46.5,2.19,17,0.0,4.0,10,Fair,60.0,1,1
STU0883,79.0,47.9,56.4,48.2,31.9,2.02,14,24.3,19.0,13,Poor,73.7,0,1
STU0549,59.0,79.6,55.9,62.5,72.8,3.16,52,54.2,16.0,3,Good,98.5,1,0
STU0068,84.0,63.6,57.2,59.3,50.2,2.71,21,92.6,7.0,6,Good,52.9,0,0
STU0834,66.2,64.4,49.5,46.0,42.0,2.16,57,49.8,14.0,8,Poor,86.2,1,1
STU0201,98.9,59.8,62.2,59.2,54.2,2.92,51,75.1,12.0,5,Excellent,96.2,0,0
STU0502,100.0,72.6,76.0,90.3,88.3,2.36,56,59.4,26.0,6,Good,65.0,1,0
STU0126,69.7,68.5,69.0,73.0,63.9,3.36,25,79.4,,7,Good,92.4,1,0
STU0808,62.2,49.8,30.8,44.2,30.0,1.91,23,61.6,7.0,6,Poor,76.5,1,1
STU0146,72.7,66.1,51.8,59.2,28.0,2.46,35,69.6,12.0,6,Poor,74.0,0,1
STU0098,63.6,57.0,43.8,38.2,52.7,2.91,23,71.0,9.0,12,Poor,73.5,0,1
STU0522,80.5,32.5,68.4,48.2,48.0,2.39,18,35.5,27.0,8,Poor,79.5,0,1
STU0988,91.4,64.2,81.2,71.2,68.2,2.66,15,76.2,24.0,3,Good,85.2,1,0
STU0810,79.1,76.5,53.2,69.1,61.8,2.42,51,23.3,24.0,6,Fair,89.5,1,0
STU0720,71.3,42.0,41.0,49.0,43.6,2.25,31,43.9,17.0,10,Poor,57.0,0,1
STU0133,95.6,68.8,67.2,71.1,74.3,3.0,31,62.2,34.0,4,Good,86.4,0,0
STU0640,92.7,71.2,64.0,52.7,60.0,3.14,38,85.7,39.0,6,Good,90.6,1,0
STU0811,82.7,47.8,54.9,61.2,56.4,3.2,32,40.7,22.0,14,Fair,86.8,0,1
STU0262,83.4,63.3,52.7,43.9,,2.82,42,58.0,25.0,8,Poor,94.8,1,0
STU0555,73.6,53.9,65.5,70.8,80.7,2.54,60,49.5,,6,Good,91.3,1,0
STU0286,63.9,61.9,60.6,66.0,73.0,2.52,48,57.2,19.0,5,Fair,85.3,0,0
STU0563,86.1,60.1,75.6,46.7,64.0,2.83,36,96.0,14.0,6,Good,73.8,1,0
STU0564,69.6,46.9,69.0,47.5,43.0,1.77,36,47.6,23.0,6,Poor,71.9,1,1
STU0953,94.8,58.0,66.1,67.4,66.1,2.28,29,91.8,37.0,7,Good,87.0,1,0
STU0827,61.5,73.3,80.0,71.7,53.6,3.0,45,27.6,32.0,10,Poor,91.4,1,0
STU0051,76.3,59.8,73.4,77.3,75.5,2.96,51,33.8,22.0,3,Good,91.8,1,0
STU0514,78.8,48.9,69.2,72.6,47.8,2.39,32,52.8,12.0,8,Good,84.1,0,0
STU0415,62.5,73.2,69.6,43.5,52.0,2.97,48,109.6,17.0,5,Good,59.4,0,0
STU0620,88.2,78.8,95.3,79.6,91.4,3.61,60,97.6,36.0,4,Excellent,100.0,1,0
STU0684,72.3,69.1,50.5,47.8,42.1,2.06,35,81.9,24.0,8,Poor,55.9,1,0
STU0482,87.3,89.1,72.3,93.2,82.8,3.25,61,73.3,36.0,1,Excellent,94.4,1,0
STU0285,73.8,52.0,53.8,35.5,34.8,2.14,39,77.6,25.0,9,Fair,54.3,1,1
STU0401,90.2,73.1,56.8,63.1,55.3,2.44,33,36.6,4.0,5,Good,83.6,1,0
STU0733,82.6,71.4,85.1,100.0,97.5,3.43,53,40.7,24.0,4,Good,76.5,1,0
STU0517,75.5,69.0,71.1,76.4,80.9,3.04,22,91.2,27.0,3,Excellent,98.5,1,0
STU0233,82.8,60.6,55.2,52.8,51.9,2.63,49,119.3,32.0,1,Excellent,72.4,1,0
STU0535,52.4,61.7,42.6,43.2,32.3,1.91,25,27.7,10.0,9,Poor,74.0,0,1
STU0445,78.2,60.4,66.3,69.1,54.5,2.87,48,89.5,10.0,5,Excellent,78.6,1,0
STU0265,85.8,71.7,73.0,62.2,58.3,2.56,48,132.1,29.0,5,Excellent,93.9,1,0
STU0035,83.5,69.8,71.4,83.3,60.1,3.34,61,,18.0,4,Excellent,83.0,1,0
STU0598,86.9,78.5,75.3,66.3,77.1,2.85,59,65.9,26.0,2,Good,77.3,1,0
STU0311,97.3,71.9,84.6,72.6,83.3,2.95,38,86.3,29.0,5,Excellent,83.3,1,0
STU0022,57.8,59.7,47.7,68.8,52.1,2.66,13,53.9,20.0,9,Fair,91.4,0,1
STU0006,74.7,51.8,57.5,35.9,32.9,1.38,0,,11.0,8,Poor,79.8,0,0
STU0340,86.8,72.2,77.9,50.6,66.1,3.38,70,81.5,12.0,6,Good,76.1,1,0
STU0671,86.3,75.5,78.6,78.6,39.1,2.89,62,47.6,20.0,4,Good,92.6,1,0
STU0980,69.2,75.7,89.0,77.0,57.3,2.4,39,43.4,25.0,1,Fair,92.9,1,0
STU0423,48.9,61.4,69.8,64.9,30.4,2.26,38,44.8,5.0,12,Poor,84.2,0,1
STU0319,80.7,67.0,95.0,89.5,63.5,2.52,82,97.3,36.0,4,Excellent,80.7,0,0
STU0795,65.6,28.0,51.5,16.5,43.5,1.32,23,26.1,25.0,8,Poor,81.0,0,1
STU0056,81.7,69.5,60.6,37.8,53.0,2.29,36,37.8,16.0,13,Poor,55.6,0,1
STU0314,90.5,74.9,68.8,69.2,69.7,2.83,36,64.1,36.0,6,Excellent,89.1,0,0
STU0189,85.8,53.1,64.7,36.2,26.3,1.94,35,29.0,9.0,8,Poor,59.8,1,1
STU0479,75.6,63.0,69.9,74.8,69.0,2.96,24,129.0,16.0,7,Good,54.6,1,0
STU0244,80.1,42.7,53.9,42.1,24.3,2.13,45,54.3,9.0,10,Poor,41.7,0,1
STU0779,69.2,57.8,67.9,61.1,59.1,3.14,47,,26.0,7,Good,82.8,0,0
STU0565,100.0,70.2,84.0,91.1,80.8,2.87,36,46.5,5.0,4,Good,85.2,1,0
STU0742,100.0,93.3,83.1,69.7,77.7,3.7,56,113.9,29.0,6,Excellent,100.0,1,0
STU0041,100.0,68.0,80.2,87.3,72.8,3.06,44,90.7,39.0,2,Fair,91.2,1,0
STU0229,66.7,59.4,72.4,55.6,35.8,2.31,22,15.9,0.0,10,Poor,64.1,1,1
STU0326,100.0,83.2,76.4,75.4,65.7,3.62,58,119.5,15.0,7,Good,100.0,1,0
STU0622,70.4,66.8,57.2,54.0,59.0,2.73,61,68.1,20.0,7,Fair,80.1,1,0
STU0652,74.7,73.9,43.8,61.5,68.9,2.05,60,100.8,28.0,9,Fair,63.1,0,1
STU0608,84.5,73.4,66.6,85.3,83.5,2.93,29,96.1,39.0,3,Excellent,73.0,1,0
STU0203,83.3,70.5,64.9,58.7,67.6,2.37,50,55.7,16.0,4,Fair,90.3,1,0
STU0124,90.6,81.8,79.9,87.9,86.7,3.37,47,100.1,40.0,2,Good,99.5,1,0
STU0662,100.0,57.0,56.5,65.6,54.0,2.73,46,65.1,8.0,5,Excellent,93.7,1,0
STU0004,95.5,83.3,76.6,56.5,100.0,3.32,47,50.1,26.0,6,Good,89.0,1,0
STU0086,71.7,69.1,75.8,77.2,67.0,3.37,47,80.2,7.0,9,Good,86.3,1,0
STU0266,78.6,78.2,82.3,80.9,70.0,3.17,58,41.3,26.0,7,Good,97.2,1,0
STU0217,85.8,58.5,69.6,53.3,83.9,2.67,33,35.2,26.0,10,Fair,69.1,1,0
STU0351,88.1,68.8,73.3,67.3,62.7,2.65,50,110.3,16.0,5,Good,100.0,1,0
STU0148,73.0,61.1,69.7,57.5,,2.31,37,34.8,46.0,8,Fair,88.5,1,0
STU0099,94.6,79.0,51.5,91.2,71.5,2.54,47,58.0,55.0,11,Fair,84.5,1,0
STU0513,86.0,74.5,66.1,55.0,77.2,2.17,39,106.1,27.0,5,Fair,87.5,1,0
STU0194,91.9,91.0,80.9,68.8,70.8,3.65,52,90.0,37.0,6,Excellent,84.5,1,0
STU0674,52.7,52.5,51.6,18.1,38.6,1.82,42,112.3,18.0,14,Poor,63.9,1,1
STU0328,76.0,52.4,75.4,60.8,64.0,2.33,45,70.0,17.0,6,Fair,77.0,1,1
STU0413,64.9,44.6,39.5,52.4,57.2,2.09,23,33.9,23.0,7,Poor,71.2,0,1
STU0814,65.7,59.4,52.1,50.5,49.9,2.68,43,55.5,39.0,15,Fair,87.0,1,0
STU0279,100.0,84.4,72.4,69.7,74.3,3.15,66,40.8,1.0,5,Excellent,84.8,1,0
STU0252,91.3,82.6,66.3,65.6,59.2,3.34,44,53.8,20.0,9,Fair,80.4,1,0
STU0796,99.1,61.8,67.6,57.1,45.5,2.72,60,54.5,8.0,9,Fair,67.5,0,0
STU0627,82.4,41.9,70.2,55.4,45.0,2.56,29,0.0,27.0,7,Poor,83.0,1,0
STU0028,77.9,71.0,44.0,50.2,73.5,2.79,59,50.1,8.0,5,Good,88.7,0,0
STU0818,82.6,76.6,72.9,66.9,61.2,2.69,27,66.3,12.0,10,Good,72.8,1,0
STU0015,76.5,63.7,82.9,79.9,69.2,3.03,36,109.4,17.0,10,Good,89.0,1,0
STU0857,74.0,69.0,66.5,52.3,45.7,3.11,30,25.4,25.0,9,Fair,88.1,0,1
STU0773,83.6,59.0,63.9,69.9,58.9,2.77,42,54.5,38.0,5,Excellent,82.4,1,0
STU0366,90.9,88.3,94.1,67.8,96.8,4.0,60,48.5,50.0,3,Excellent,97.3,1,0
STU0969,100.0,74.6,92.4,67.4,70.4,3.2,58,70.7,22.0,5,Good,81.5,1,0
STU0577,98.9,83.6,71.7,85.1,70.0,3.53,33,104.1,44.0,5,Excellent,93.8,1,0
STU0281,91.0,81.8,79.9,89.1,85.5,2.38,53,38.1,21.0,5,Good,75.9,0,0
STU0222,80.0,79.5,59.0,65.7,70.2,2.09,36,65.7,23.0,9,Fair,84.4,1,0
STU0604,77.6,46.5,57.3,69.1,55.6,2.44,34,52.9,12.0,7,Fair,77.3,1,0
STU0734,65.6,52.0,56.6,53.7,26.7,2.56,38,59.5,43.0,7,Fair,69.7,1,0
STU0324,82.7,63.3,72.1,81.6,73.3,2.77,60,62.9,,10,Fair,99.7,1,0
STU0080,63.7,73.5,51.1,68.9,47.1,2.24,73,38.4,20.0,10,Fair,84.3,1,0
STU0643,93.8,73.4,78.9,90.7,100.0,4.0,58,86.3,29.0,0,Excellent,85.5,1,0
